"p_id","wave_id","begin_datetime","end_datetime","age","gend","gend_specify","hispanic","race","race_specify","current_zip","current_lngth","adults","children","ok_lngth","home_lot","concern_water_availability","concern_water_quality","concern_water_cost","concern_land_wildlife","concern_land_soil","concern_infra_electricity","concern_infra_transportation","rank_water_availability","rank_water_quality","rank_water_cost","rank_land_wildlife","rank_land_soil","rank_infra_electricity","rank_infra_transportation","risk_tornado","risk_hail","risk_wind","risk_lightning","risk_flood","risk_snow_ice","experience_tornado","experience_hail","experience_wind","experience_lightning","experience_flood","experience_snow_ice","future_tornado","future_hail","future_wind","future_lightning","future_flood","future_snow_ice","risk_flash_drought","risk_pluvial","risk_heat_wave","risk_cold_spell","experience_flash_drought","experience_pluvial","experience_heat_wave","experience_cold_spell","future_flash_drought","future_pluvial","future_heat_wave","future_cold_spell","risk_long_drought","experience_long_drought","future_long_drought","risk_wildfire","risk_earthquake","experience_wildfire","experience_earthquake","future_wildfire","future_earthquake","s2s_aware","s2s_access","wthr_info_paper","wthr_info_web","wthr_info_govweb","wthr_info_loctv","wthr_info_cabtv","wthr_info_radio","wthr_info_fam","wthr_info_soc","wthr_info_phone","s2s_use","s2s_trust","s2s_reliable","s2s_detail","s2s_access_no_fnd","s2s_access_no_inacc","s2s_access_no_rel","s2s_access_no_int","s2s_access_no_oth","s2s_access_oth_spec","cpc_image_rand","cpc_see","cpc_int_sub","cpc_int_obj","cpc_use","cpc_int_no_why","cpc_use_no_fnd","cpc_access_no_inacc","cpc_access_no_rel","cpc_access_no_int","cpc_access_no_oth","cpc_access_oth_spec","s2s_vote_gov","s2s_bid","s2s_wtp","s2s_wtp_con_yes","s2s_wtp_con_no","s2s_comm_agnst","s2s_comm_unsur","s2s_passed","glbcc","glbcc_cert","glbcc_risk","glbwrm_ok","rate_family","rate_social","rate_health","rate_ment","rate_finances","rate_home_val","rate_savings","rate_environment","rate_roads","sf_pcl_reliving","sf_pcl_avoid_reminders","sf_pcl_distant","sf_pcl_irritable","fut_hlth_srvy","trust_policy","trust_agencies","trust_private","party","party_spec","iden","lean","ideol","vote_loc","talk_politics_friends","talk_politics_strangers","att_politics","role_policy","role_science","role_public","role_business","role_nonprofit","education","inc","income_people","inc50","inc100","inc150","inc200","smartphone","citizen_science","is_fieldphotoinvite","norman_area","cinr_participate","cinr_preference","study_area","region","ocwp_region"
"FSWNM2946","S3OK Wave 5 (Spring 2024)",1708539694,1708541140,66,1,NA,0,1,NA,73505,7,2,0,55,2,4,3,4,2,4,3,5,1,2,3,7,6,5,4,3,3,4,3,3,2,0,1,1,1,1,0,3,3,4,3,4,3,4,4,3,2,1,1,1,0,4,3,4,3,3,0,4,4,3,1,1,4,4,1,3,0,1,0,1,0,0,1,0,1,"Mostly for planning outdoor activities",3,2,3,0,0,0,0,0,NA,"word",1,4,4,2,NA,0,0,0,0,1,"Not enough information",1,81,NA,NA,NA,"The government does not need to be involved in weather predictions at all!",NA,3,0,7,3,0,4,3,3,3,4,NA,4,3,2,2,1,1,2,1,1,3,2,2,NA,1,NA,5,1,3,1,5,20,"45",20,10,5,4,2,1,NA,9,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","South West","Beaver-Cache"
"STUNM3411","S3OK Wave 5 (Spring 2024)",1708539925,1708541035,33,0,NA,0,1,NA,74145,2,2,2,20,1,5,3,1,4,4,2,4,7,1,6,4,5,2,3,4,3,4,2,3,3,0,0,1,1,0,1,3,3,3,3,3,3,4,4,4,4,0,1,1,1,4,4,4,4,2,0,3,3,3,0,1,3,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",1,5,4,3,NA,0,0,0,0,0,NA,5,79,2,NA,NA,NA,"Would depend on how the benefits of the medium range forecasting is presented. ",4,1,8,9,2,3,2,2,2,3,3,2,3,2,2,5,3,1,1,2,3,2,1,NA,1,NA,3,0,2,1,2,5,"40",5,20,30,2,2,2,NA,10,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Middle Arkansas"
"Nm-W110095","S3OK Wave 5 (Spring 2024)",1708541098,1708543845,62,1,NA,0,1,NA,73005,41,2,0,62,3,3,3,4,5,4,4,5,5,3,7,2,6,4,1,4,2,3,3,3,2,0,1,0,1,0,1,3,3,3,3,3,3,3,2,2,2,0,0,1,1,3,3,3,3,3,0,3,3,2,0,0,3,4,1,3,0,1,1,0,0,0,0,0,0,"Travel ",2,3,2,0,0,0,0,0,NA,"percent",1,3,5,3,NA,0,0,0,0,0,NA,4,61,2,NA,NA,NA,"Feel I pay to many taxes I've already paid taxes on!",2,0,7,5,0,4,3,2,5,3,3,2,3,1,1,1,1,1,1,2,2,2,3,NA,NA,2,6,0,2,2,3,10,"30",30,10,20,5,2,2,NA,9,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","South West","Lower Washita"
"R3WAPH7492","S3OK Wave 5 (Spring 2024)",1708542200,1708543712,66,1,NA,0,1,NA,73018,13,2,0,66,1,2,5,2,3,4,2,4,4,1,7,6,5,3,2,5,5,5,5,3,3,0,1,1,1,0,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,1,4,4,4,1,1,4,4,1,3,0,1,1,1,0,0,0,0,0,"Planning trips and outdoor activities",3,4,4,0,0,0,0,0,NA,"word",1,4,4,4,NA,0,0,0,0,0,NA,4,54,2,NA,NA,NA,"I would need more information",4,1,8,10,1,5,5,3,5,4,3,3,3,2,1,1,1,1,1,1,2,1,1,NA,1,NA,3,1,3,1,3,5,"40",20,15,20,4,3,2,NA,NA,13,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Lower Washita"
"R3OKPH62135","S3OK Wave 5 (Spring 2024)",1708545591,1708547821,47,0,NA,0,1,NA,73112,25,2,0,47,1,1,1,4,4,4,4,4,2,4,5,6,3,1,7,5,5,5,5,5,3,1,1,1,1,0,1,3,3,3,4,3,3,4,3,4,3,0,0,0,1,5,5,5,4,5,0,5,4,3,0,1,3,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",0,2,3,4," The color coding",0,0,0,0,0,NA,3,18,NA,NA,NA,NA,"Not sure if this something that can be relied upon",4,1,10,10,1,4,4,4,4,4,5,4,3,3,1,1,1,1,1,3,3,1,2,NA,1,NA,4,1,5,1,5,10,"40",30,5,15,3,2,2,NA,8,NA,NA,1,0,0,1,0,NA,"Outside Little River Watershed","Oklahoma City","Central"
"FOKCNM1923","S3OK Wave 5 (Spring 2024)",1708547291,1708548945,71,1,NA,0,1,NA,73160,38,1,0,43,2,4,4,4,2,2,4,4,2,4,3,6,7,1,5,2,2,4,3,3,2,0,1,1,1,0,1,4,4,4,4,3,3,3,3,3,3,0,1,1,1,4,3,4,3,4,0,4,4,3,0,1,3,4,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,NA,"percent",1,2,5,3,"Okla. is in the 50-55% category...below normal...I would need to know the actual details to figure if I could use the map...",0,0,0,0,0,NA,5,16,1,10,NA,NA,NA,4,1,8,8,1,3,3,2,4,3,3,3,4,3,2,2,2,2,1,1,3,2,1,NA,2,NA,2,1,3,1,4,17,"72",5,5,1,6,1,1,4,NA,NA,NA,0,0,0,1,0,NA,"Inside Little River Watershed","Oklahoma City","Central"
"FSWNM2646","S3OK Wave 5 (Spring 2024)",1708555376,1708557023,75,0,NA,0,1,NA,73505,15,1,0,74,1,4,4,5,2,4,5,4,1,2,3,7,6,4,5,4,4,5,4,3,2,0,1,1,1,1,1,4,4,5,4,3,3,4,3,4,3,0,0,1,1,4,3,5,3,4,0,4,4,3,0,1,4,3,1,3,0,1,0,1,0,0,0,0,1,"Planning outdoor activities and travel.",3,4,4,0,0,0,0,0,NA,"word",1,5,5,4,NA,0,0,0,0,0,NA,5,98,2,NA,NA,NA,"Being on a fixed income coupled with the rising cost of utilities and insurance, it is impossible to definitely say how I would vote at the time.",5,1,10,10,1,3,3,3,4,4,3,4,3,3,2,2,2,1,1,2,3,3,1,NA,2,NA,3,1,4,1,5,30,"35",10,20,5,7,2,1,NA,9,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","South West","Beaver-Cache"
"Nm-W110244","S3OK Wave 5 (Spring 2024)",1708557101,1708558538,66,1,NA,0,1,NA,73008,6,2,0,19,2,2,2,2,2,2,2,2,1,2,3,5,6,4,7,3,3,3,3,3,3,0,0,1,1,0,1,3,3,3,3,3,3,3,2,4,2,0,0,0,1,3,3,3,3,3,0,3,3,2,0,1,3,3,1,3,0,1,0,1,0,1,0,0,1,NA,2,3,3,0,0,0,0,0,NA,"word",1,4,4,4,NA,0,0,0,0,0,NA,2,90,NA,NA,NA,"government spending",NA,4,0,2,2,0,4,4,4,4,4,NA,3,3,3,2,2,1,2,1,2,2,3,4,"Libertatian",NA,2,6,1,4,2,4,20,"10",50,10,10,6,NA,1,NA,NA,NA,NA,1,1,1,1,1,2,"Outside Little River Watershed","Oklahoma City","Central"
"STUPH3044","S3OK Wave 5 (Spring 2024)",1708570308,1708573312,73,1,NA,0,1,NA,74006,33,2,0,33,2,5,2,2,2,2,2,5,1,2,5,7,6,4,3,4,3,3,5,4,2,0,0,1,1,0,0,3,3,4,3,4,2,4,4,3,3,1,0,1,1,4,3,4,2,5,1,4,3,3,0,1,4,3,1,3,0,0,0,1,0,0,0,0,1,"Planning activities and travel",3,2,2,0,0,0,0,0,NA,"word",1,4,4,3,NA,0,0,0,0,0,NA,5,30,1,6,NA,NA,NA,4,1,6,7,1,4,3,4,4,5,3,5,3,2,1,1,1,2,1,3,4,3,2,NA,2,NA,5,1,3,3,5,20,"50",10,10,10,6,4,2,NA,NA,NA,17,1,1,1,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"SNCNM167","S3OK Wave 5 (Spring 2024)",1708606637,1708608024,67,1,NA,0,1,NA,73716,9,2,0,67,3,3,2,2,1,1,2,4,4,3,5,7,6,2,1,4,3,4,2,2,2,0,0,1,0,0,0,3,3,3,3,3,2,3,2,2,2,0,0,0,1,3,3,3,3,3,0,3,4,2,0,0,3,3,1,4,0,1,0,1,0,0,0,0,0,"Planning outdoor work, seeding new crops, putting up hay",3,4,4,0,0,0,0,0,NA,"word",1,3,4,4,NA,0,0,0,0,0,NA,3,8,NA,NA,NA,NA,"It would have to be dependent on how much money is allocated, where it comes from and how it is dispersed.",2,0,6,6,1,5,3,4,4,4,4,4,4,3,1,1,1,1,1,3,3,2,2,NA,2,NA,7,1,4,1,4,30,"30",10,20,10,6,3,2,NA,NA,14,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Central"
"FOKCNM3407","S3OK Wave 5 (Spring 2024)",1708617146,1708619943,88,1,NA,0,1,NA,73099,27,1,0,50,2,4,2,2,1,1,4,4,3,5,4,7,6,1,2,3,3,3,2,2,3,0,1,1,0,0,1,3,3,3,3,3,3,3,2,2,3,0,0,0,0,3,3,2,4,3,0,2,2,3,0,1,3,3,1,3,0,1,0,0,1,0,0,0,0,"vacation planning and travel",3,4,4,0,0,0,0,0,NA,"word",2,3,2,3,NA,0,0,0,0,0,NA,2,42,NA,NA,NA,"Have very little trust in our government to get anything right, too much bias.",NA,3,0,6,4,0,3,4,3,4,4,3,4,3,2,1,1,1,1,1,2,3,3,2,NA,2,NA,6,1,4,1,4,10,"35",15,30,10,4,NA,NA,NA,NA,NA,NA,1,0,0,1,0,NA,"Outside Little River Watershed","Oklahoma City","Central"
"SSEPH1045","S3OK Wave 5 (Spring 2024)",1708637149,1708638200,57,1,NA,0,1,NA,73401,18,2,0,57,2,2,4,2,4,2,3,5,3,1,5,6,7,4,2,4,4,2,2,2,3,0,0,1,0,0,1,3,3,4,3,4,4,4,3,4,3,0,0,1,1,4,3,4,4,3,0,4,3,2,0,0,4,4,1,3,0,1,0,1,1,0,0,0,0,"Outdoor activities, hunting and planting trees",3,2,2,0,0,0,0,0,NA,"percent",1,4,4,3,NA,0,0,0,0,0,NA,4,32,1,7,NA,NA,NA,4,1,9,9,1,4,3,3,4,4,3,4,3,2,1,1,2,2,1,2,2,3,3,NA,NA,1,4,1,3,1,3,10,"60",10,10,10,5,3,2,NA,NA,15,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","South East","Lower Washita"
"R_1rcgxm1Jh0CaPOM","S3OK Wave 5 (Spring 2024)",1708653246,1708655000,32,0,NA,0,1,NA,73130,17,2,0,32,1,2,2,3,2,2,2,2,5,2,3,7,6,4,1,4,3,4,2,3,3,0,0,1,0,0,1,5,4,5,4,4,4,3,2,4,3,0,0,1,1,4,3,5,4,3,0,4,3,3,0,1,4,4,1,4,0,0,0,1,0,1,0,0,1,"Planning what to wear, when to leave for work, outings, etc.",3,4,4,0,0,0,0,0,NA,"percent",1,3,2,4,NA,0,0,0,0,0,NA,3,4,NA,NA,NA,NA,"Not sure if it would be worth the money or if it would improve accuracy.",4,1,5,5,2,3,3,3,3,3,NA,3,3,2,1,2,1,1,1,3,3,3,2,NA,2,NA,7,1,3,1,3,20,"20",20,20,20,6,2,3,NA,6,NA,NA,1,0,0,1,0,NA,"Outside Little River Watershed","Oklahoma City","Central"
"R_QhJro0o2zTuW49P","S3OK Wave 5 (Spring 2024)",1708653846,1708656582,40,0,NA,0,1,NA,73071,7,2,8,12,2,3,4,3,4,4,3,4,4,2,3,7,6,5,1,3,4,4,4,3,3,0,0,1,1,0,0,4,4,3,4,3,3,3,3,3,3,0,0,0,1,3,3,3,3,3,0,3,3,3,0,1,3,3,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,NA,"word",1,5,5,2,NA,0,0,1,0,0,NA,1,62,NA,NA,NA,"I don't think it's necessary or worth the extra funding when there are so many other things that need to be funded",NA,2,1,6,7,1,5,3,5,5,5,4,4,4,3,1,2,3,1,1,3,3,2,2,NA,2,NA,6,1,4,1,3,30,"30",10,20,10,6,4,1,NA,NA,NA,21,1,1,1,1,0,NA,"Inside Little River Watershed","Oklahoma City","Central"
"R3CAPH2090","S3OK Wave 5 (Spring 2024)",1708657389,1708658850,64,1,NA,0,1,NA,73099,6,1,1,59,2,2,2,2,2,2,5,5,5,3,2,6,7,1,4,4,3,4,3,2,4,0,1,1,1,0,1,3,3,3,3,3,3,4,2,NA,3,1,0,1,1,3,3,3,3,3,0,3,3,3,0,1,3,4,1,3,0,0,0,1,0,0,0,0,1,"Planing on what I fo",3,3,3,0,0,0,0,0,NA,"word",1,3,3,3,NA,0,0,0,0,0,NA,3,96,NA,NA,NA,NA,"Not sure how accurate it is",3,0,8,5,2,4,4,5,5,3,5,5,4,3,1,1,1,1,1,3,4,3,2,NA,2,NA,4,1,2,1,3,50,"15",20,10,5,3,2,1,NA,8,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Central"
"SNCPH108","S3OK Wave 5 (Spring 2024)",1708663914,1708666706,88,0,NA,0,1,NA,73703,12,1,0,88,2,2,1,1,2,3,3,2,4,2,7,1,3,6,5,3,3,4,3,2,3,0,0,1,0,0,0,4,4,4,3,3,3,3,3,4,3,0,0,0,1,3,3,4,3,4,0,3,5,3,0,1,4,4,1,3,0,1,0,1,1,0,0,0,1,"Outings ",3,4,4,0,0,0,0,0,NA,"percent",1,3,1,3,NA,0,0,0,0,0,NA,5,71,2,NA,NA,NA,"88 years old and living on limited income. It will take a bite out of my daily living.",4,0,7,7,1,5,4,4,4,3,3,3,4,2,1,2,1,2,1,2,2,2,2,NA,2,NA,7,1,5,1,3,25,"10",10,5,50,3,1,1,3,NA,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","North Central","Upper Arkansas"
"R3OKPH15778","S3OK Wave 5 (Spring 2024)",1708673404,1708677658,77,0,NA,0,1,NA,73107,45,1,0,73,1,3,4,2,5,3,5,5,1,4,5,3,7,2,6,3,3,3,2,2,2,0,0,1,1,0,1,3,3,3,3,3,3,4,3,4,3,0,0,1,1,4,3,4,3,4,0,4,4,2,0,1,4,3,1,3,1,1,0,1,0,0,0,1,1,"Outdoor. Activities, travel",3,4,4,0,0,0,0,0,NA,"word",2,3,4,2,NA,0,0,0,1,0,NA,4,56,2,NA,NA,NA,"On a fix ed income. Short and long &recasts fit m needs. I would need further promo& of medium benefits.",4,1,10,10,1,3,3,2,4,4,3,4,3,1,2,2,2,1,1,2,3,2,1,NA,2,NA,2,1,4,3,4,15,"40",15,10,20,6,1,1,4,NA,NA,NA,0,0,0,1,0,2,"Outside Little River Watershed","Oklahoma City","Central"
"R3OKPH3408","S3OK Wave 5 (Spring 2024)",1708785347,1708786569,68,0,NA,0,1,NA,73012,29,3,0,33,2,4,4,3,5,4,5,5,1,3,7,2,5,4,6,4,3,4,3,4,3,0,1,1,1,1,1,4,4,4,4,4,4,3,3,4,3,0,1,1,1,4,4,4,4,4,0,5,4,3,0,1,4,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",0,3,4,4,NA,0,0,0,0,0,NA,4,24,1,10,NA,NA,NA,5,1,10,10,1,4,3,4,3,4,3,4,3,3,1,1,2,2,1,2,3,2,3,NA,NA,1,3,1,4,1,4,20,"20",20,20,20,6,4,2,NA,NA,NA,17,1,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Central"
"FNCNM2835","S3OK Wave 5 (Spring 2024)",1708789843,1708795442,88,0,NA,0,1,NA,73801,62,2,0,86,3,4,4,4,2,3,5,4,3,1,4,6,7,2,5,3,3,4,3,3,3,0,0,1,0,0,1,3,3,4,3,3,3,4,3,4,4,0,0,0,1,3,3,4,4,4,0,3,4,3,0,0,4,3,1,3,0,0,0,1,0,0,0,0,0,"out door activities


",3,3,4,0,0,0,0,0,NA,"word",1,4,2,3,NA,0,0,0,0,0,NA,2,94,NA,NA,NA,"I think other things need done before spending money on this project


",NA,2,0,4,4,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,3,2,2,3,NA,NA,1,4,1,3,1,4,50,"10",15,15,10,4,2,2,NA,6,NA,NA,0,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Panhandle"
"Nm-W112023","S3OK Wave 5 (Spring 2024)",1708801306,1708803966,37,0,NA,0,1,NA,73003,10,2,2,17,2,4,3,3,4,4,4,5,1,2,7,6,4,5,3,2,3,3,2,2,2,0,0,1,0,0,1,3,3,3,3,4,4,4,2,5,2,0,0,0,1,4,3,4,3,5,0,4,3,2,0,1,4,3,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,1,0,0,NA,"word",2,3,4,3,NA,0,0,0,0,0,NA,4,53,2,NA,NA,NA,"Not sure why I’m undecided ",4,1,9,10,1,4,3,5,3,4,3,4,3,3,1,1,3,3,1,2,4,3,1,NA,1,NA,2,1,3,2,3,25,"40",25,5,5,6,2,2,NA,9,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Central"
"SNCNM324","S3OK Wave 5 (Spring 2024)",1708826142,1708829569,58,1,NA,0,2,NA,74075,14,2,1,23,2,2,4,4,2,3,4,4,2,1,3,6,4,5,7,5,4,3,2,2,2,0,0,1,0,0,1,4,4,4,3,3,3,4,3,4,2,0,0,0,1,4,3,4,3,4,0,4,4,4,0,1,4,4,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,NA,"word",1,2,4,4,"I'm color blind and can't always see the right color on the map",0,0,0,0,0,NA,4,68,2,NA,NA,NA,"Maybe if it was $38 a year then I would",4,1,8,8,1,5,5,4,4,4,4,5,3,2,2,1,2,1,1,2,3,1,NA,"No party affiliation",NA,3,4,1,3,1,4,30,"20",20,20,10,4,3,2,NA,NA,11,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Upper Arkansas"
"FSWNM1637","S3OK Wave 5 (Spring 2024)",1708834998,1708836966,81,1,NA,0,1,NA,73601,35,2,0,81,3,4,5,3,5,4,3,3,1,2,4,5,7,3,6,4,2,4,2,2,2,0,0,1,1,0,0,4,4,4,3,3,3,4,2,4,4,1,0,1,1,4,3,4,4,4,1,4,2,2,0,0,4,3,1,3,0,1,0,1,1,0,0,0,1,"Agriculture ",3,3,2,0,0,0,0,0,NA,"word",1,2,2,3,"Not specific to area",0,0,0,0,0,NA,4,37,2,NA,NA,NA,"Government waste ",2,1,4,4,1,3,3,4,4,5,4,4,3,2,2,2,3,1,1,2,2,4,2,NA,1,NA,6,1,3,1,2,10,"40",10,10,30,3,2,1,NA,9,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","South West","West Central"
"SSWNM2600","S3OK Wave 5 (Spring 2024)",1708836483,1708837570,73,1,NA,0,1,NA,73501,16,1,0,25,3,5,5,5,5,5,2,1,1,2,7,6,3,4,5,5,4,5,4,3,4,0,0,1,0,0,0,4,2,5,4,2,2,4,2,3,2,1,0,0,1,4,2,4,2,4,1,4,4,3,0,0,4,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",1,4,4,4,NA,0,0,0,0,0,NA,5,31,1,5,NA,NA,NA,4,0,6,3,0,5,4,4,5,4,4,5,3,1,1,3,3,1,1,3,3,2,2,NA,2,NA,7,0,4,1,4,15,"25",10,25,25,6,3,2,NA,NA,15,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","South West","Beaver-Cache"
"FSWNM2553","S3OK Wave 5 (Spring 2024)",1708883213,1709558013,79,1,NA,0,1,NA,73505,20,2,0,79,2,4,2,4,4,4,2,4,1,6,2,5,3,7,4,5,5,4,5,3,3,0,1,1,1,0,1,4,4,4,4,4,4,4,3,4,3,0,1,0,1,5,4,5,4,4,0,4,4,3,0,0,4,3,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,"My life doesn’t require planning that far ahead","word",2,3,4,2,NA,0,0,1,0,0,NA,4,91,0,NA,5,"$91 a year for 10 years",NA,4,1,8,10,1,1,2,2,2,4,4,4,4,3,4,2,4,4,1,2,3,3,1,NA,1,NA,3,1,3,2,4,25,"30",20,10,15,6,2,1,NA,8,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","South West","Beaver-Cache"
"R_1CHgQkPUL38Dwwh","S3OK Wave 5 (Spring 2024)",1708895392,1708897095,35,0,NA,0,1,NA,74008,5,2,2,35,2,2,4,3,4,4,4,5,5,3,6,4,7,2,1,4,4,5,4,4,3,0,1,1,1,0,0,2,3,3,3,3,2,4,3,4,3,1,0,1,1,3,3,4,3,4,0,3,4,3,0,1,3,3,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,1,0,NA,"percent",1,5,4,3,NA,0,0,0,0,0,NA,4,57,0,NA,6,"That seems like a high tax increase just for supporting one specific type of forecast. ",NA,3,1,8,7,1,4,4,4,4,3,4,3,3,2,1,2,2,1,1,3,3,3,2,NA,1,NA,6,0,3,1,3,20,"30",20,10,20,6,4,1,NA,NA,NA,21,1,0,0,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"FOKCNM1501","S3OK Wave 5 (Spring 2024)",1708951581,1708952644,54,1,NA,0,1,NA,73072,5,2,0,20,2,2,2,2,2,2,3,5,3,4,5,6,7,2,1,2,2,3,2,2,3,0,1,1,1,0,1,3,3,3,3,3,3,3,2,3,2,0,0,0,1,4,3,4,3,3,0,4,3,3,0,1,4,4,1,3,0,0,0,1,0,0,0,0,0,"General curiosity.  It has little impact on my actual medium-range plans.",3,3,3,0,0,0,0,0,NA,"percent",1,4,5,2,NA,0,0,1,0,0,NA,2,64,NA,NA,NA,"Because it would involve funding. Is this additional funding or would it be taken from another source of funding?  I generally believe government wastes too much money on inconsequential purposes.",NA,4,1,6,7,1,3,3,5,3,5,3,5,3,2,1,1,2,1,1,2,3,2,3,NA,NA,2,5,1,4,1,4,10,"20",50,15,5,7,4,2,NA,NA,NA,21,1,1,1,1,2,1,"Inside Little River Watershed","Oklahoma City","Central"
"Nm-W109787","S3OK Wave 5 (Spring 2024)",1708967326,1708968749,62,0,NA,0,6,NA,73170,28,2,0,40,2,4,2,2,2,2,4,5,3,4,7,5,6,2,1,1,1,2,1,1,1,0,0,1,1,0,1,3,3,4,3,3,2,3,2,3,2,0,0,0,0,4,2,4,2,4,0,4,4,3,0,1,4,4,1,3,0,0,1,1,0,0,0,0,0,"travel, gardening",4,4,4,0,0,0,0,0,NA,"percent",1,4,4,4,NA,0,0,0,0,0,NA,4,99,1,7,NA,NA,NA,4,1,9,9,1,5,5,4,5,5,4,5,4,2,1,2,1,1,1,3,3,3,1,NA,1,NA,4,1,4,1,5,20,"30",20,20,10,6,4,2,NA,NA,NA,20,1,1,1,1,0,NA,"Outside Little River Watershed","Oklahoma City","Central"
"R_3RyGC1nOnu3qvsr","S3OK Wave 5 (Spring 2024)",1708975536,1709908735,60,1,NA,0,1,NA,74868,25,2,0,55,3,2,5,3,2,2,3,2,4,1,2,7,3,5,6,5,5,4,5,3,2,1,1,1,1,0,1,3,3,3,3,3,3,2,3,3,3,0,0,1,1,3,3,3,3,2,0,3,4,2,1,1,3,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",2,3,3,3,NA,0,0,0,0,0,NA,3,73,NA,NA,NA,NA,"just dont know enough to say ",4,0,7,2,0,4,2,4,4,3,3,3,4,3,1,1,1,1,1,2,2,2,2,NA,1,NA,4,1,2,2,2,10,"30",15,30,15,4,2,2,NA,8,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Central"
"R_3rGxptRBuRIYTaP","S3OK Wave 5 (Spring 2024)",1708975616,1708979897,42,0,NA,0,1,NA,73025,4,2,1,38,1,2,3,4,1,2,2,4,5,2,1,7,4,3,6,2,3,3,2,3,2,0,0,1,0,0,1,2,4,4,3,4,3,3,2,4,2,1,0,1,0,4,4,4,3,3,0,4,3,3,0,1,4,4,1,3,0,0,0,0,1,0,0,0,1,"Travel planning",2,2,2,0,0,0,0,0,NA,"percent",0,4,4,3,NA,0,0,0,0,0,NA,4,68,0,NA,6,"I'd rather not have higher taxes.",NA,4,1,10,9,1,3,2,3,2,2,4,3,3,2,2,4,4,1,1,2,4,2,1,NA,2,NA,3,1,3,1,3,10,"60",10,10,10,7,4,2,NA,NA,NA,20,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Central"
"R_2EE2GQ6n1QRjUY0","S3OK Wave 5 (Spring 2024)",1708975624,1708976259,33,1,NA,0,1,NA,73116,5,2,2,15,1,4,2,1,5,3,5,4,1,2,7,4,6,3,5,5,3,4,4,5,2,1,0,NA,1,0,1,5,5,5,4,4,5,3,2,5,4,0,0,0,1,NA,2,5,5,3,0,4,2,1,0,1,4,1,1,3,0,1,1,0,0,0,0,0,1,"Traveling, planning outdoor activities such as hiking, camping, & fishing. ",3,4,4,0,0,0,0,0,NA,"word",1,5,4,5,NA,0,0,0,0,0,NA,5,30,1,7,NA,NA,NA,5,1,10,9,1,4,2,3,3,4,5,4,3,2,1,3,4,3,1,2,4,1,1,NA,2,NA,1,1,4,1,4,20,"45",15,5,15,7,4,2,NA,NA,NA,16,1,1,1,1,1,2,"Outside Little River Watershed","Oklahoma City","Central"
